Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
23927,0,0.618879692,56,0,0.326722773,12000.0,20,0,1,0,1.0
137177,0,0.006959443,88,0,272.0,,3,0,0,0,0.0
46049,1,0.9999999,43,3,0.146170766,5000.0,4,0,0,0,1.0
1867,1,1.000782541,49,1,0.642629905,6600.0,9,0,1,1,0.0
73655,1,0.9999999,61,0,0.368894602,5445.0,3,1,1,0,0.0
20956,1,0.9999999,42,1,0.145713187,2600.0,1,2,0,0,4.0
127686,1,0.9999999,56,1,0.224507284,3500.0,1,4,0,1,0.0
113945,0,0.146963902,78,0,0.31928012,6000.0,18,0,2,0,0.0
136687,1,0.558583106,24,2,0.375960483,1821.0,5,0,0,2,0.0
76353,0,0.259989773,49,0,0.470113325,13500.0,15,0,4,0,1.0
96992,1,1.032423939,40,0,0.558905281,4676.0,5,1,1,0,2.0
26555,1,1.473053892,42,0,0.174092589,4600.0,2,6,0,3,5.0
61867,0,1.016474588,44,1,0.184951395,7920.0,3,0,0,0,1.0
143256,1,0.280775562,47,0,0.479014068,8600.0,8,0,2,0,0.0
106345,1,0.090640057,28,0,1.098966277,5900.0,16,0,2,0,0.0
17544,0,0.038332725,64,0,0.018968457,4691.0,6,0,0,0,0.0
45976,0,0.038163486,28,0,0.286428393,4000.0,13,0,1,0,0.0
83726,1,0.9999999,57,3,0.626533394,2200.0,4,0,2,0,0.0
123758,1,0.9481725,67,2,0.178843313,8800.0,5,0,1,2,0.0
86986,1,0.843332865,32,5,1618.0,,23,0,0,0,
78838,1,0.342050336,56,2,0.470570525,6642.0,20,0,1,0,1.0
99946,1,0.194722111,65,1,0.038441825,3901.0,9,0,0,0,0.0
18679,0,0.0,59,0,1226.0,,8,0,1,0,0.0
114097,1,0.959338755,57,1,646.0,,2,0,0,0,
104646,0,0.742649249,32,0,0.455472734,5097.0,6,0,2,0,0.0
39317,1,0.276356421,68,1,0.430599171,7960.0,14,0,2,1,0.0
109328,1,1.091908092,42,0,0.068450849,3885.0,4,0,0,0,4.0
134781,1,0.326272741,50,1,0.509046592,10666.0,17,0,5,0,4.0
76024,0,0.326309592,50,0,0.98960407,4520.0,18,0,1,0,0.0
84420,0,0.042534634,38,0,0.24735053,5000.0,6,0,1,0,0.0
27133,1,0.90438247,43,0,511.0,,3,0,0,3,0.0
79276,1,0.0,29,1,0.112221717,2200.0,5,0,0,0,0.0
131264,0,0.046666005,74,0,0.014699265,6666.0,3,0,0,0,1.0
83378,0,0.061012724,48,0,0.218784719,11700.0,8,0,1,0,0.0
44810,0,0.056348591,51,0,941.0,,3,0,1,0,0.0
37947,0,0.172091683,60,0,1198.0,,10,0,1,0,0.0
141354,0,0.014624315,60,0,0.380641578,7200.0,19,0,1,0,3.0
11727,0,0.017488278,70,0,0.306056579,5266.0,18,0,1,0,1.0
95156,0,0.014075014,71,0,0.008962427,2900.0,4,0,0,0,0.0
50847,1,0.107407448,56,0,0.446539533,9333.0,22,0,1,0,2.0
85876,0,0.493500928,44,0,0.198244331,6834.0,4,0,1,0,3.0
53603,0,0.007710323,71,0,8.0,,2,0,0,0,1.0
529,1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0
59861,0,0.0,72,0,0.579597141,1538.0,9,0,1,0,0.0
138744,1,0.418442006,50,3,0.955908741,3900.0,15,0,2,0,0.0
89910,1,1.013986708,63,4,0.464346712,4683.0,10,0,1,1,3.0
30921,0,0.9999999,51,0,0.081263416,3260.0,1,0,0,0,1.0
42453,1,0.830339321,30,0,0.202389661,4100.0,2,0,1,0,2.0
3587,0,0.0,38,0,0.828021497,8000.0,9,0,3,0,3.0
41474,0,0.014772044,87,0,0.007993441,4878.0,12,0,0,0,0.0
19943,0,0.327522262,64,0,0.661977658,9667.0,18,0,1,0,3.0
53085,1,0.540641678,39,0,0.474250141,5300.0,14,0,1,0,2.0
79343,1,0.578177728,25,0,0.590720483,2650.0,11,0,1,0,1.0
2495,0,0.882164926,60,0,0.426229508,2500.0,8,0,0,0,0.0
51391,0,0.263186212,63,0,2633.0,,11,0,1,0,0.0
33240,1,0.9999999,64,1,190.0,,0,8,0,0,0.0
42379,0,0.94480046,43,0,0.898504102,6216.0,18,0,2,0,2.0
68843,0,0.0,50,0,0.0,1916.0,3,0,0,0,0.0
72516,1,0.722925547,48,0,4269.0,,9,0,3,0,0.0
129404,0,0.619843503,66,0,2997.0,,14,0,1,0,0.0
31979,0,0.786561792,38,0,0.584773604,7000.0,8,0,2,0,3.0
16664,1,0.9999999,54,98,0.0,,0,98,0,98,0.0
57046,0,0.014333225,64,0,0.024993752,4000.0,10,0,0,0,1.0
107589,0,0.613172375,72,0,0.698365082,6666.0,10,0,2,0,0.0
96039,1,0.601902646,73,0,1.676335878,1309.0,3,1,1,1,0.0
45888,0,0.87701755,29,0,2.599503517,2416.0,12,0,2,0,0.0
74767,1,0.9999999,44,2,0.500166611,3000.0,3,1,1,2,3.0
105866,0,0.054939561,56,0,0.42430923,6803.0,10,0,2,0,2.0
40788,1,0.673519334,58,0,0.607913669,1111.0,5,0,0,0,0.0
1878,1,0.9999999,41,0,0.492424242,5147.0,5,1,1,0,1.0
79401,1,1.061938062,33,0,0.767246551,5000.0,7,2,1,0,0.0
113263,1,0.501964186,56,1,6191.0,,13,0,2,1,0.0
23873,1,1.048689139,34,1,984.0,,8,1,0,3,2.0
32274,1,0.332102753,49,1,0.314761105,6550.0,8,0,1,0,2.0
108598,1,0.905937509,60,0,1.30145612,2540.0,15,3,2,2,0.0
66460,0,0.030596363,78,0,725.0,,5,0,1,0,0.0
11417,1,0.618094135,35,0,0.775358813,6200.0,8,0,1,0,1.0
81633,0,0.679813777,67,0,0.786053487,4000.0,9,0,2,0,0.0
89988,0,0.0,58,0,0.53699178,4500.0,8,0,1,0,1.0
104924,0,0.371739754,58,0,0.080833865,4700.0,8,0,0,0,0.0
140963,1,0.578609494,47,0,0.697976129,1926.0,13,0,0,0,0.0
17825,1,1.095303394,43,4,0.468988955,4707.0,15,3,1,0,1.0
14005,0,0.783216783,23,0,0.028014616,820.0,2,0,0,0,0.0
7499,0,0.012889925,66,0,0.291483407,2500.0,9,0,1,0,0.0
51120,1,0.9999999,24,0,0.0,1706.0,0,1,0,0,0.0
101915,0,0.320857601,58,0,0.330218439,16800.0,13,0,3,0,1.0
130035,0,0.089844426,56,0,3232.0,,10,0,1,0,0.0
67101,0,0.895961874,51,0,0.512058928,8416.0,5,0,2,1,2.0
37379,0,0.023038166,72,0,55.0,,8,0,0,0,0.0
18805,0,0.376348001,46,0,1082.0,,6,0,0,0,1.0
106982,0,0.14645623,67,0,0.321488062,1800.0,3,0,0,0,0.0
85131,1,0.899585773,48,1,1196.0,,5,0,0,1,0.0
106834,0,0.0,49,0,0.326671791,1300.0,3,0,1,0,1.0
67919,1,1.113592,41,3,0.699327395,5500.0,10,2,2,2,2.0
40040,0,0.047285617,65,0,314.0,,8,0,0,0,
12434,0,0.015801142,68,0,0.302431266,4400.0,11,0,2,0,0.0
40385,1,0.9999999,48,2,0.609056425,4217.0,5,2,2,2,3.0
106562,0,0.447535692,80,0,0.166943246,6025.0,6,0,1,0,0.0
66299,0,0.177512447,67,0,0.497113083,7100.0,25,0,3,0,1.0
95455,0,0.116663889,52,0,0.130241974,10372.0,6,0,1,0,2.0
145227,0,0.9999999,40,1,0.634687735,2657.0,4,1,1,0,2.0
138127,1,0.0,41,0,0.250774923,10000.0,7,0,2,0,3.0
70025,1,1.088359223,55,2,0.285573123,7083.0,5,1,1,1,0.0
92543,0,0.014039954,76,0,0.153846154,4705.0,10,0,1,0,0.0
49947,1,0.884322479,35,1,0.281430826,1900.0,6,0,0,0,1.0
77684,0,0.793583167,52,2,0.587305768,3796.0,8,1,2,1,1.0
29563,0,0.880133185,32,0,0.301347709,1854.0,3,3,0,2,0.0
7367,0,0.110177546,56,0,1.273612207,3800.0,15,0,3,0,0.0
17507,0,0.113788621,68,1,0.005097373,7650.0,2,0,0,0,1.0
100353,1,0.9999999,42,1,0.110851506,3851.0,1,1,0,0,2.0
99501,1,0.790978842,44,2,0.464841829,6100.0,9,0,3,0,2.0
28787,0,0.0,63,0,0.029291056,48000.0,9,0,1,0,1.0
119061,0,0.167445814,31,0,0.35637149,12500.0,15,0,2,0,0.0
34652,1,0.9999999,57,0,1.366861436,9583.0,9,0,5,0,0.0
37104,0,0.621400686,44,1,0.59490085,6000.0,11,0,1,0,0.0
4801,0,0.058943232,42,0,0.009425878,3500.0,4,0,0,0,2.0
112268,0,0.697170347,45,0,0.355449699,8816.0,8,0,2,0,0.0
49690,1,0.353458617,49,0,0.149391149,10100.0,5,2,1,0,0.0
4964,1,0.291306359,42,0,0.518296341,1666.0,9,0,1,0,0.0
118842,0,0.034570331,62,0,0.274610165,8400.0,13,0,1,0,3.0
68905,0,0.899431733,66,0,0.480241588,5794.0,8,0,2,0,0.0
130848,1,0.789605197,27,0,607.0,,2,0,0,0,0.0
133065,0,0.066891663,51,0,0.065352872,5936.0,4,0,0,0,0.0
21957,1,0.071847037,69,0,0.526968033,7100.0,24,0,2,0,0.0
39531,0,0.016234653,78,0,0.410015649,1916.0,13,0,1,0,0.0
98081,1,0.565717141,52,2,0.465263692,3943.0,7,0,2,0,5.0
71717,1,0.332846253,36,0,0.756689839,10500.0,23,0,3,0,1.0
5144,1,0.1401179,53,0,0.34455496,3920.0,8,0,1,0,1.0
11732,0,0.14687257,58,0,3823.0,,7,1,2,0,0.0
29725,0,0.447456817,63,0,0.521103218,7178.0,11,0,1,0,0.0
38965,0,0.280621413,43,0,0.35572327,3974.0,9,0,0,0,2.0
45177,0,0.195727009,29,0,107.0,,1,0,0,0,
70457,0,0.073499619,76,0,672.0,,7,0,1,0,0.0
5990,1,0.9999999,39,0,396.0,,1,1,0,0,0.0
180,1,0.946963874,35,0,1593.0,,6,0,1,0,1.0
99358,1,0.860241984,52,0,1.13398086,7000.0,18,0,4,0,1.0
105597,1,0.9999999,51,0,0.255498778,4500.0,2,0,1,0,1.0
67958,1,0.645177411,26,0,0.168842472,2297.0,2,0,0,0,0.0
49834,0,0.407083601,48,0,0.3152983,9000.0,7,0,2,0,1.0
66881,1,1.358641359,36,3,0.274750081,3100.0,5,3,0,1,2.0
146674,0,0.072027615,70,0,0.558229066,4155.0,18,0,1,0,0.0
41826,1,0.96031922,36,3,0.418759019,3464.0,5,1,0,0,3.0
128313,0,0.114958622,56,0,0.097860143,15000.0,18,0,2,0,4.0
8032,0,0.387184862,64,0,0.302843016,11325.0,14,0,1,0,1.0
106906,1,0.311688312,58,0,0.366181535,9000.0,5,0,2,0,2.0
62884,1,0.9999999,40,1,0.125968508,4000.0,2,0,0,0,0.0
81292,0,0.485003458,35,2,0.792488517,3700.0,14,0,2,0,2.0
133297,0,0.830042489,41,1,0.405998696,4600.0,7,0,1,1,2.0
2602,0,0.207467322,60,0,0.643568841,2207.0,9,0,1,0,0.0
49888,1,0.107586019,67,0,3233.0,0.0,7,0,1,0,0.0
43284,0,1.07977208,26,0,0.166014776,2300.0,2,0,0,0,0.0
115801,1,1.373253493,52,1,0.233983287,4666.0,3,2,1,0,0.0
65162,0,0.116865013,41,0,0.299057627,11990.0,8,0,2,0,3.0
87722,0,0.069405886,32,0,3.0,,2,0,0,0,0.0
146650,0,0.207017756,74,0,0.012239021,8333.0,9,0,0,0,0.0
32494,1,0.9999999,43,98,96.0,,0,98,0,98,0.0
33537,1,0.647576388,53,1,3957.0,,13,1,2,0,0.0
55060,0,0.000470212,76,0,0.272986351,6666.0,10,0,1,0,1.0
99031,0,0.084535372,67,0,55.0,,5,0,0,0,0.0
76813,1,0.961759306,55,2,0.367873723,5384.0,7,0,1,1,2.0
52919,1,0.869707797,56,2,0.484634613,6800.0,10,1,1,2,2.0
53418,0,0.0,34,0,0.069322967,6173.0,6,0,0,0,0.0
136683,1,0.9999999,34,98,0.0,3144.0,0,98,0,98,2.0
93754,1,0.590720755,48,0,0.67450719,10500.0,20,0,5,0,0.0
96888,1,0.519153182,58,0,0.220229344,3400.0,9,0,0,0,0.0
120422,1,0.201216369,44,1,0.086695683,8500.0,4,0,0,0,0.0
91443,1,0.48946316,34,0,0.326466916,1601.0,4,1,0,0,0.0
70152,1,0.559589582,45,0,0.486679662,4616.0,5,0,1,0,0.0
67241,0,0.916527784,44,2,1.552023907,3680.0,19,0,1,0,1.0
118596,0,0.029056431,62,0,0.206183835,5950.0,11,0,2,0,0.0
80062,0,0.831737928,48,0,0.653589933,1350.0,7,0,0,0,0.0
60723,1,0.9999999,24,0,0.292938931,1047.0,2,1,0,0,2.0
55067,1,0.9999999,50,1,1.309870887,2400.0,9,1,1,0,4.0
61073,1,0.538577474,59,0,0.391131174,3765.0,8,0,2,0,3.0
138318,1,1.032322559,72,3,0.303242886,7554.0,4,2,1,0,0.0
17365,1,0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0
148967,0,0.873073184,43,0,0.555129913,6003.0,7,0,2,0,4.0
51755,0,0.31884058,37,1,24.0,,1,0,0,0,0.0
27469,0,0.096785424,52,0,3214.0,,5,0,1,0,0.0
131760,1,0.985061834,35,0,0.887100707,4100.0,8,0,3,0,3.0
15467,0,0.9999999,31,0,0.0,2200.0,2,0,0,0,0.0
33181,0,0.279772023,38,0,0.522024367,3200.0,6,0,1,0,0.0
89859,0,0.9999999,73,1,0.069302326,2149.0,3,0,0,0,0.0
4798,1,0.963011619,39,2,3.173398682,5916.0,19,0,12,0,2.0
102384,1,0.401532612,53,0,0.439246866,20500.0,22,0,5,0,1.0
89666,1,0.9999999,25,0,0.038431975,1300.0,6,0,0,0,0.0
88105,1,0.144422649,45,0,0.441993824,6800.0,10,1,2,1,3.0
6281,1,0.9999999,51,98,0.0,7500.0,0,98,0,98,0.0
93464,0,0.0,43,1,0.389115911,15416.0,6,0,2,0,0.0
82318,0,0.03039696,63,0,0.003162841,11065.0,3,0,0,0,0.0
118584,0,0.207642513,62,0,0.191280872,10000.0,6,0,1,0,1.0
46122,1,0.9999999,28,0,0.603132289,3000.0,6,1,0,0,2.0
144099,0,0.039179728,61,1,0.358676291,32000.0,13,0,6,0,0.0
123837,1,0.9999999,47,0,0.64928292,2300.0,5,0,1,1,0.0
3653,1,0.99142402,40,6,0.892328398,5200.0,9,0,2,1,0.0
123190,1,0.9999999,58,0,0.085257226,5500.0,3,3,0,0,3.0
138849,0,0.222453399,56,0,245.0,,5,0,0,0,0.0
10218,1,0.160846073,42,3,1296.0,,10,0,1,0,0.0
29716,1,0.925278117,56,0,4546.0,,23,0,2,0,0.0
148331,1,0.137196324,47,1,0.724629499,7084.0,10,0,2,0,2.0
82747,1,0.71314741,25,0,0.144663334,3400.0,2,2,0,1,0.0
34544,1,1.19276535,28,4,0.133216477,1140.0,8,2,0,2,0.0
92929,0,0.783458305,24,0,0.106183635,1600.0,6,0,0,0,0.0
53689,1,0.976404719,53,1,360.0,,2,1,0,1,0.0
53747,1,0.0,49,3,0.289413307,3050.0,5,0,0,0,1.0
141126,0,0.09116002,62,0,112.0,,4,0,0,0,
140631,1,1.027331511,50,1,0.577627772,11406.0,9,0,2,0,0.0
88711,0,0.297376705,42,1,0.218399691,5173.0,7,4,0,1,1.0
48211,1,0.9999999,28,0,0.17775571,4027.0,1,2,0,0,0.0
127891,1,0.726660352,47,5,0.208055092,9583.0,8,1,1,0,2.0
124443,1,0.60928617,51,1,0.957680773,3000.0,10,0,1,0,0.0
107402,0,0.069707823,59,0,0.341019873,10667.0,10,0,2,0,1.0
50900,0,0.0,81,0,0.0,7500.0,7,0,0,0,0.0
97370,1,0.960968558,45,2,4824.0,,9,5,3,1,0.0
14750,0,0.018638371,89,0,20.0,,5,0,0,0,
22378,0,0.517616833,65,0,0.674915938,7434.0,10,0,1,0,0.0
87495,1,0.542812768,47,0,0.706597613,4440.0,10,0,1,0,3.0
130185,0,0.066170132,60,0,0.385885151,14296.0,7,0,3,0,1.0
31230,1,0.976148977,48,3,0.515393842,2500.0,13,0,0,0,0.0
20874,1,0.594257179,37,2,0.159007883,5200.0,3,0,0,0,2.0
57785,0,0.007401387,70,0,0.22814725,6600.0,7,0,1,0,0.0
17989,0,0.105373354,48,3,0.376713433,6200.0,19,0,2,0,2.0
128656,0,0.444426316,50,0,0.186545286,6480.0,8,0,0,0,2.0
77204,0,0.24966285,48,1,0.147744946,4500.0,8,0,0,0,0.0
93774,0,0.227372063,61,0,0.219982259,12400.0,8,0,1,0,4.0
125144,1,0.214589891,75,0,657.0,,1,0,0,0,0.0
90524,0,0.227585621,38,0,0.153039832,6200.0,7,0,0,0,0.0
127507,0,0.072747833,32,0,0.353825322,7384.0,5,0,2,0,0.0
73280,1,0.167430779,49,0,0.780680535,6200.0,11,0,2,0,1.0
67168,0,0.356092843,64,0,2448.0,,5,0,2,0,0.0
82131,0,0.109578084,35,0,1.301261093,2140.0,3,0,2,0,0.0
41087,1,0.454670803,30,0,0.052378664,2080.0,6,3,0,0,0.0
116879,1,0.9999999,40,3,0.197436236,7566.0,4,2,0,1,2.0
106592,1,0.62037962,25,1,0.16191904,2000.0,2,0,0,1,4.0
113643,0,0.001913839,84,0,0.038314176,260.0,17,0,0,0,0.0
112225,0,0.034707053,55,0,0.190254174,6648.0,6,0,1,0,1.0
129936,1,0.461538462,28,0,256.0,,3,0,0,0,0.0
47059,0,0.021524611,49,0,0.336984872,5750.0,10,0,2,0,3.0
107378,0,0.185349546,77,0,1468.0,,7,0,1,0,0.0
96619,0,0.009999882,57,0,0.224987501,18000.0,11,0,1,0,1.0
35986,0,0.411193828,36,0,2119.0,,18,0,0,0,0.0
42228,1,0.11540755,41,0,0.321886144,7570.0,7,0,2,1,0.0
135898,1,0.54965865,39,0,0.545828716,6316.0,22,0,2,0,1.0
88327,0,0.037124695,54,0,0.075127013,9250.0,9,0,1,0,2.0
21715,0,0.375199877,50,1,0.473135107,5750.0,16,0,1,0,1.0
129665,1,0.32183908,28,0,0.317835671,2494.0,8,0,0,0,0.0
120347,0,0.281750225,26,0,0.09510943,3700.0,6,0,0,0,3.0
7863,1,0.286054919,40,1,0.482839054,3000.0,12,0,1,0,2.0
69683,1,0.184629962,48,0,0.436048221,3400.0,8,0,2,0,0.0
76427,0,0.135808525,70,0,0.392637311,8447.0,11,0,2,0,0.0
149941,1,0.847040738,47,0,432.0,,6,0,0,0,0.0
57422,0,0.053325036,64,0,0.171945701,1325.0,12,1,0,0,0.0
95501,1,0.831646044,49,1,0.310229923,3000.0,3,2,0,0,0.0
116206,0,0.21742443,66,0,0.235344532,5833.0,12,0,0,0,1.0
109229,0,0.068393955,49,0,0.330114135,6833.0,13,0,1,0,1.0
133631,0,0.339707219,43,0,0.475262753,3900.0,8,0,1,0,2.0
59015,0,0.002039189,54,0,0.237556312,9100.0,8,0,1,0,2.0
33345,0,0.052502651,37,0,1439.0,,10,0,1,0,0.0
27444,0,0.0,84,0,0.0,2040.0,14,0,0,0,0.0
86698,0,0.226952796,58,0,0.481776765,8779.0,16,0,4,0,0.0
112631,1,0.9999999,44,98,0.0,,0,98,0,98,0.0
39507,1,0.863464992,51,0,1600.0,,7,0,0,0,1.0
138196,1,0.9999999,40,0,0.234153169,5000.0,4,0,0,0,0.0
112884,0,0.014607346,58,0,0.121344035,7350.0,11,0,1,0,3.0
112974,0,0.202477032,48,0,0.235626562,9200.0,10,0,1,0,0.0
83841,1,0.13455635,56,0,0.65489001,10500.0,22,0,2,0,1.0
17116,1,0.9999999,32,2,0.638593381,3383.0,5,0,2,0,1.0
6022,0,0.255077604,54,0,0.284821986,1600.0,7,0,0,0,1.0
44697,0,0.028127218,42,1,0.468236053,3100.0,9,0,1,0,0.0
17637,0,0.14631469,51,0,1066.0,1.0,12,0,2,0,2.0
49325,0,0.007070982,89,0,11.0,,11,0,0,0,0.0
37825,1,0.909599254,40,1,0.089616175,5835.0,5,0,0,1,4.0
14397,0,0.27890233,47,0,0.365612049,9892.0,15,0,2,0,2.0
91136,0,0.294355308,53,0,0.197185706,5400.0,17,0,1,0,1.0
4029,0,0.13031487,46,0,0.106578684,5000.0,4,0,0,0,2.0
50984,0,0.416496918,45,0,0.144329897,6595.0,3,0,0,0,1.0
87206,0,0.059884369,62,0,156.0,,5,0,0,0,0.0
65920,0,0.9999999,22,0,0.083260298,1140.0,1,0,0,0,0.0
65349,1,0.922514901,26,1,776.0,,6,0,0,2,0.0
90348,1,0.272942745,65,0,0.712990937,5295.0,6,3,1,1,0.0
15939,1,0.9999999,50,0,0.0,,0,0,0,0,0.0
1629,0,0.100173377,44,0,0.165314965,9000.0,9,0,1,0,2.0
125151,1,0.9999999,44,0,0.24235153,5000.0,8,7,0,0,4.0
140683,1,1.011168106,60,1,1616.0,0.0,4,0,1,0,0.0
70732,1,0.685546465,47,0,0.529867533,4000.0,11,0,1,1,2.0
124381,0,0.201966339,38,0,1314.5,1.0,5,0,1,0,2.0
109695,1,1.073202332,43,3,0.399075638,11250.0,10,1,1,1,3.0
29575,0,0.660459621,58,0,2517.0,,14,0,2,0,1.0
60721,0,0.9999999,26,0,0.006996502,2000.0,1,0,0,0,0.0
80554,1,0.263399306,73,0,0.497583034,6412.0,16,1,2,0,0.0
13190,0,0.009648599,85,0,33.0,,7,0,0,0,0.0
75006,0,0.090527229,66,0,0.167418643,10416.0,6,0,1,0,0.0
7105,1,0.904968271,48,1,0.497275595,3486.0,10,0,1,1,2.0
22814,0,0.104229859,55,0,0.279194208,9530.0,6,0,2,0,0.0
1771,1,0.768820786,25,1,0.569584736,1781.0,6,0,0,0,0.0
124655,1,0.862809376,60,4,0.25054989,5000.0,5,1,0,0,1.0
45473,0,0.0,52,0,1855.0,0.0,3,0,1,0,0.0
111025,1,0.2578356,50,0,0.224282817,3450.0,7,0,0,0,1.0
87617,1,0.9999999,56,0,0.416516697,5000.0,2,1,1,0,0.0
71813,1,0.977629063,44,0,1.193382154,3686.0,12,0,2,0,4.0
2248,0,0.141188966,37,0,0.596839219,6200.0,22,0,2,0,1.0
29976,0,0.937242798,65,0,0.662911612,1153.0,6,0,1,0,0.0
106935,0,0.92103948,43,0,0.404690483,3666.0,7,0,1,0,0.0
34019,0,0.9999999,58,2,0.303657829,5166.0,2,0,1,0,0.0
59061,0,0.903171099,32,0,3.603491272,400.0,11,0,0,0,1.0
43420,1,0.9999999,60,0,0.231107557,2500.0,1,2,0,1,0.0
131836,0,0.009933002,63,0,0.094181164,5000.0,4,0,0,0,0.0
96405,1,0.770287141,32,2,0.005292561,3400.0,4,0,0,1,0.0
77822,1,1.115261271,29,3,0.284431138,4675.0,12,0,0,3,2.0
132071,1,0.9999999,28,0,0.0,2108.0,0,1,0,0,0.0
147725,1,0.895681265,57,1,0.056660791,3970.0,10,0,0,0,1.0
27036,1,0.990614735,40,5,663.0,,14,1,0,1,0.0
20631,1,0.015265649,61,0,629.0,,6,0,0,0,0.0
137145,0,1.851254132,39,0,1.041999687,6380.0,10,0,2,0,0.0
38381,1,0.565689736,47,0,0.881367639,5790.0,12,0,2,0,2.0
23256,1,0.244785382,78,2,0.317473011,2500.0,7,0,0,0,0.0
46828,1,0.231777981,61,0,0.408276286,13000.0,13,0,3,1,0.0
100351,1,0.896123151,35,1,0.444711058,5000.0,10,0,1,0,4.0
141600,1,0.549525197,48,4,0.744913382,8600.0,21,0,2,1,3.0
56208,1,0.713423619,47,0,0.414954896,9200.0,8,0,1,0,2.0
23105,1,0.519886981,42,0,0.400639744,2500.0,8,0,1,0,0.0
76142,0,0.509326934,36,0,0.573482695,5980.0,5,0,1,0,1.0
123086,0,0.034217675,50,3,1.141239174,1500.0,8,0,1,0,2.0
67776,0,0.600756051,45,0,323.0,,6,0,0,0,0.0
84071,0,0.368449547,72,0,3072.0,,12,0,1,0,0.0
91241,1,0.9999999,32,0,0.0,,0,0,0,0,0.0
55729,0,0.30677812,58,0,0.380873042,3000.0,5,0,0,0,1.0
111419,1,0.129144301,52,0,0.35316171,4000.0,7,0,1,0,0.0
37725,0,0.701484501,60,0,0.096361569,10553.0,2,0,1,0,1.0
50810,0,0.030991119,61,0,0.225059952,8339.0,14,0,1,0,1.0
61717,0,0.780243951,49,0,3727.0,,5,0,2,0,2.0
10885,0,0.20806914,56,0,0.172187468,9750.0,14,0,2,0,0.0
16288,0,0.20603628,78,0,1622.0,,10,0,1,0,0.0
85793,0,0.00492232,54,0,0.148564094,6232.0,7,0,1,0,1.0
107088,0,0.971378161,27,1,0.12841439,6003.0,9,0,0,1,0.0
39643,1,0.52710085,50,3,0.467539553,5498.0,15,1,1,1,1.0
115214,0,0.029906195,77,0,0.00719856,5000.0,9,0,0,0,0.0
132064,0,0.9999999,46,0,0.0,,0,1,0,0,
54591,1,0.95470151,55,0,0.315884206,13333.0,7,0,2,0,1.0
101460,0,0.073994442,62,0,0.330797653,4600.0,9,0,2,0,1.0
42781,0,0.262447305,33,0,0.738815296,4000.0,12,0,1,0,0.0
44715,1,0.0649594,40,0,0.06482253,6000.0,6,2,0,0,3.0
55462,0,0.402876812,48,1,0.351909523,6100.0,10,0,2,0,1.0
32963,0,0.239159913,34,0,0.174781155,10166.0,12,0,2,0,2.0
26019,1,0.545804169,45,1,0.426038377,4116.0,3,4,1,0,0.0
24568,1,0.9999999,28,2,0.207650273,1280.0,1,2,0,2,0.0
41964,0,0.064028908,46,0,0.24062075,12500.0,15,0,1,0,0.0
146421,1,0.899279518,34,2,1.357142857,1399.0,4,3,1,1,0.0
78180,1,0.958635803,61,1,0.65049783,3916.0,12,9,1,2,1.0
39673,1,0.024080605,64,0,0.244777718,5600.0,6,0,1,0,0.0
24055,0,0.138893154,40,1,0.679182404,4500.0,14,0,1,0,2.0
32120,0,0.00242967,58,0,0.279786702,6000.0,17,0,2,0,0.0
31690,0,0.103293021,45,0,0.265146971,5000.0,10,0,1,0,0.0
112956,1,1.006605963,40,4,0.226930838,5450.0,13,0,0,1,2.0
18171,0,0.002492269,68,0,4120.0,,14,0,3,0,0.0
88725,1,0.942316929,56,0,0.435841512,2750.0,5,0,0,0,0.0
149359,0,0.000812449,46,0,0.188362328,3333.0,8,0,1,0,0.0
13139,1,0.451839449,27,0,1.563106796,2677.0,14,0,3,0,1.0
4146,1,1.017928974,63,1,0.466042155,5550.0,7,0,1,0,0.0
149898,1,1.019966722,41,1,1456.0,,4,0,1,0,0.0
143298,0,0.00039996,55,0,0.197973604,7500.0,8,0,1,0,2.0
9806,1,0.9999999,47,0,143.0,,0,4,0,0,0.0
10332,0,0.004567827,81,0,0.249022164,2300.0,8,0,1,0,0.0
116895,0,0.028988886,75,0,0.248786061,3500.0,7,0,0,0,0.0
19946,0,0.070660522,45,0,1387.0,,3,0,1,0,0.0
6129,1,0.902949572,76,3,0.211587825,2726.0,6,0,0,0,1.0
14882,0,0.376196108,37,0,104.0,,5,0,0,0,0.0
89784,1,0.01754386,64,2,3155.0,,11,0,3,1,0.0
136664,1,0.965172471,32,0,0.764705882,1750.0,5,0,1,2,1.0
120922,0,0.0,33,0,0.610169492,2300.0,9,0,1,0,3.0
4787,1,0.9999999,59,0,0.856291391,3019.0,8,0,1,0,1.0
85220,0,0.729769364,31,0,0.279088365,2500.0,2,0,0,0,2.0
77221,0,0.9999999,25,98,0.0,1958.0,0,98,0,98,0.0
22865,0,0.10149812,59,1,0.091863517,8000.0,12,0,0,0,0.0
135254,0,0.141165512,37,1,0.656255164,6050.0,15,0,2,0,0.0
6202,0,0.289739417,60,0,0.543478261,7083.0,9,0,3,0,1.0
